nome,nivel,remoto,salario,salario_maximo,Tecnologia 1,Tecnologia 2,Tecnologia 3,Tecnologia 4,Tecnologia 5,Tecnologia 6,Tecnologia 7,Tecnologia 8,Tecnologia 9,Tecnologia 10,Tecnologia 11,Tecnologia 12
"Vencida, Profissional de Infraestrutura - AWS SysOps",Não especificado,Não Remoto,CLT,5.000,Administrador de sistema,Cloud,AWS EC2 (Elastic Compute Cloud),AWS RDS (Relational Database Service),,,,,,,,
"Vencida, Desenvolvedor(a) Front-end (MEI) - Home-Office",Não especificado,Remoto,PJ,,HTML,Sass,CSS,Angular,PHP,,,,,,,
"Vencida, Desenvolvedor(a) C#",Não especificado,Remoto,CLT,,C#,Salesforce,ASP.NET MVC,,,,,,,,,
"Vencida, Programador(a) Técnico Back End",Não especificado,Não Remoto,CLT,,C#,ASP,Java,ERP,,,,,,,,
"Vencida, Programador(a) PHP",Não especificado,Não Remoto,PJ,8.000,Laravel,PHP,HTML,JavaScript,CSS,Android,,,,,,
"Vencida, Desenvolvedor(a) Ruby on Rails",Não especificado,Não Remoto,CLT / PJ,,Ruby on Rails,Web API,HTML,Git,CSS,JavaScript,,,,,,
"Vencida, Desenvolvedor(a) Full Satck - Belo Horizonte ",Não especificado,Não Remoto,CLT,12.000,PHP,Laravel,CSS,JavaScriptMVC,Testes unitários,SQL,,,,,,
"Vencida, Programador(a) .NET",Não especificado,Não Remoto,CLT,5.000,.NET,SQL Server,C#,ASP.NET MVC,CSS,Web API,,,,,,
"Vencida, Programador Full Stack",Não especificado,Não Remoto,PJ,,PHP,Git,jQuery,JavaScript,JSON,API,,,,,,
"Vencida, Desenvolvedor JavaScript (React)",Não especificado,Não Remoto,PJ,5.000,JavaScript,ReactJS,HTML,CSS,SCRUM,Git,,,,,,
"Vencida, ESTÁGIO .NET/C#",Não especificado,Não Remoto,Estágio,,PureMVC,C#,.NET,,,,,,,,,
"Vencida, Desenvolvedor POS ",Não especificado,Não Remoto,PJ,,C,ORACLE,C++,SQL,,,,,,,,
"Vencida, Desenvolvedor(a) full stack",Não especificado,Não Remoto,CLT / Estágio,3.000,Angular,Laravel,PHP,HTML,,,,,,,,
"Vencida, Desenvolvedor (a) Full Stack PHP / Ionic",Não especificado,Não Remoto,CLT,4.000,JavaScript,PHP,Cordova,Ionic,Angular,API,,,,,,
"Vencida, Programador(a) PHP",Não especificado,Não Remoto,CLT,4.000,PHP,MySQL,CodeIgniter,JavaScript,jQuery,,,,,,,
"Vencida, Programador PHP Full Stack",Não especificado,Não Remoto,CLT,,PHP,SQL Server,Zend,CSS,MySQL,RESTful,,,,,,
"Vencida, Programador de ERP",Não especificado,Não Remoto,CLT,3.000,Linux,PHP,JavaScript,ERP,,,,,,,,
"Vencida, Desenvolvedor(a) Front-end Pleno",Pleno,Não Remoto,CLT,3.500,JavaScript,Redux,CSS,ReactJS,,,,,,,,
"Vencida, AWS SysOps",Não especificado,Não Remoto,CLT / Estágio,3.000,Linux,AWS EC2 (Elastic Compute Cloud),Administrador de sistema,,,,,,,,,
"Vencida, Devops",Não especificado,Não Remoto,CLT,7.000,Jenkins ,Linux,Cloud,SQL,,,,,,,,
"Vencida, Desenvolvedor C# - Campinas",Não especificado,Não Remoto,CLT,12.000,C#,Angular,ASP.NET MVC,jQuery,SQL,,,,,,,
"Vencida, Desenvolvedor PHP (Sênior)",Sênior,Não Remoto,PJ,10.000,PHP,MySQL,CSS,jQuery,,,,,,,,
"Vencida, Dev Ruby on Rails",Não especificado,Não Remoto,PJ,5.000,Ruby on Rails,JavaScript,CSS,RESTful,,,,,,,,
"Vencida, Developer - Node JS ",Não especificado,Não Remoto,CLT,8.000,Node.js,JavaScript,Git,Testes automatizados,,,,,,,,
"Vencida, Programador IOS ( nativo e/ou híbrido)",Não especificado,Não Remoto,PJ,,Swift,JSON,iOS,PHP,,,,,,,,
"Vencida, Programador Full Stack .NET",Não especificado,Não Remoto,CLT,6.000,Ionic,Angular,.NET,ASP.NET MVC,,,,,,,,
"Vencida, Desenvolvedor Full Stack Node.JS",Não especificado,Não Remoto,PJ,7.000,Node.js,JavaScript,MongoDB,Ionic,,,,,,,,
"Vencida, Analista Desenvolvedor C#",Não especificado,Não Remoto,CLT,,C#,Design Pattern,UML,.NET,Visual Basic,Testes automatizados,,,,,,
"Vencida, Programador PHP / Laravel - Junior",Não especificado,Não Remoto,CLT,,Laravel,CSS,MySQL,PHP,,,,,,,,
"Vencida, Programdor PHP",Não especificado,Não Remoto,PJ,5.000,Elasticsearch,RESTful,Laravel,PHP,MySQL,,,,,,,
"Vencida, Programador PHP pleno",Pleno,Não Remoto,PJ,5.000,JavaScript,PHP,CSS,MySQL,,,,,,,,
"Vencida, Engenheiro Backend Sênior Node.js",Sênior,Não Remoto,PJ,6.000,Node.js,RESTful,MongoDB,Git,,,,,,,,
"Vencida, Desenvolvedor PHP Back-End - Porto Alegre",Não especificado,Não Remoto,CLT,,PHP,Git,MySQL,RESTful,,,,,,,,
"Vencida, Desenvolvedor Front-End - Sênior",Sênior,Não Remoto,CLT,8.000,HTML,JavaScript,CSS,jQuery,Photoshop,,,,,,,
"Vencida, Desenvolvedor Android Sênior",Sênior,Não Remoto,CLT,12.000,Android,Git,Java,RESTful,,,,,,,,
"Vencida, Engenheiro Frontend Sênior",Sênior,Não Remoto,PJ,6.000,Angular,Vue.js,Git,CSS,,,,,,,,
"Vencida, Desenvolvedor Ruby on Rails - Rio de Janeiro",Não especificado,Não Remoto,CLT,10.000,Ruby on Rails,Ajax,RESTful,Testes unitários,Git,,,,,,,
"Vencida, Desenvolvedor(a)  Java Sênior",Sênior,Não Remoto,CLT,,Java,CSS,Spring,Angular,,,,,,,,
"Vencida, Desenvolvedor PHP (Sênior) - Belo Horizonte ",Sênior,Não Remoto,CLT,12.000,PHP,Angular,MySQL,CSS,RESTful,,,,,,,
"Vencida, Desenvolvedor(a) Ruby on Rails Junior",Não especificado,Não Remoto,CLT / PJ,4.000,Ruby on Rails,Sinatra,AWS EC2 (Elastic Compute Cloud),AWS S3,,,,,,,,
"Vencida, Programador Full Stack PHP",Não especificado,Não Remoto,PJ,,PHP,SQL,CSS,,,,,,,,,
"Vencida, Programador(a) PHP Sênior",Sênior,Não Remoto,CLT,6.000,PHP,Symfony,Zend,Docker,Angular,,,,,,,
"Vencida, Programador(a) Java Sênior",Sênior,Não Remoto,CLT,6.000,JSF,Spring,Angular,Elasticsearch,Java,,,,,,,
"Vencida, Estágio Desenvolvedor(a) Front End",Não especificado,Não Remoto,Estágio,,Angular,JavaScript,CSS,jQuery,,,,,,,,
"Vencida, Desenvolvedor Javascript (Node.JS)",Não especificado,Não Remoto,CLT / PJ,,Node.js,MySQL,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor Java Back End III",Não especificado,Não Remoto,CLT,,Java,MySQL,SQL,,,,,,,,,
"Vencida, Analista Programador de Sistemas Java",Não especificado,Não Remoto,CLT,,Java,Angular,Testes automatizados,SQL,,,,,,,,
"Vencida, Programador .NET",Não especificado,Não Remoto,CLT / PJ / Estágio,,ASP.NET Core,jQuery,ASP.NET MVC,CSS,.NET,,,,,,,
"Vencida, Senior Software Developer",Não especificado,Não Remoto,CLT,12.000,C#,HTML,Node.js,Angular,,,,,,,,
"Vencida, Programador Java Júnior",Júnior,Não Remoto,CLT,4.000,JavaScript,Java,CSS,,,,,,,,,
"Vencida, Programador Estagiário - Full Stack ",Não especificado,Não Remoto,Estágio,1.500,ReactJS,JavaScript,MongoDB,CSS,,,,,,,,
"Vencida, DESENVOLVEDOR C# JR",Não especificado,Não Remoto,CLT,,SCRUM,SQL,C#,PureMVC,,,,,,,,
"Vencida, Desenvolvedor PHP",Não especificado,Não Remoto,PJ,,PHP,MySQL,Testes unitários,,,,,,,,,
"Vencida, Desenvolvedor FrontEnd",Não especificado,Não Remoto,PJ,,Angular,HTML,CSS,Sass,,,,,,,,
"Vencida, Desenvolvedor Frontend Júnior",Júnior,Não Remoto,CLT / PJ,,Angular,Google Analytics,CSS,,,,,,,,,
"Vencida, Analista Desenvolvedor Pleno",Pleno,Não Remoto,CLT,6.000,Drupal,WordPress,Web Services,SQL,PHP,,,,,,,
"Vencida, DESENVOLVEDOR PHP PLENO",Pleno,Não Remoto,PJ,2.500,PHP,MySQL,HTML,Google Analytics,,,,,,,,
"Vencida, Consultor SAP VIM Sênior",Sênior,Não Remoto,CLT,8.000,ABAP,SAP,Java,,,,,,,,,
"Vencida, Desenvolvedor Mobile",Não especificado,Não Remoto,CLT,7.000,iOS,Android,JavaScript,Ionic,,,,,,,,
"Vencida, DESENVOLVEDOR PARA OTA SENIOR  ",Não especificado,Não Remoto,PJ,,PHP,HTML,MySQL,Google Analytics,,,,,,,,
"Vencida, ESTÁGIO EM DESENVOLVIMENTO FRONTEND - UI/UX",Não especificado,Não Remoto,Estágio,2.000,Angular,HTML,Photoshop,CSS,,,,,,,,
"Vencida, Programador C# Junior (Remoto)",Não especificado,Remoto,CLT / PJ,,C#,SQL,Crystal,,,,,,,,,
"Vencida, Desenvolvedor WEB ",Não especificado,Não Remoto,CLT,3.500,PHP,Python,Docker,Laravel,SQL,,,,,,,
"Vencida, Programador PHP",Não especificado,Não Remoto,CLT,,HTML,CSS,PHP,MySQL,,,,,,,,
"Vencida, Desenvolvedor Front-End & Web Designer",Não especificado,Não Remoto,CLT,,CSS,jQuery,Photoshop,HTML,,,,,,,,
"Vencida, Desenvolvedor(a) Android",Não especificado,Não Remoto,PJ,,Java,Android,Kotlin,,,,,,,,,
"Vencida, Desenvolvedor(a) Frontend React",Não especificado,Não Remoto,CLT,6.000,JavaScript,ReactJS,AWS S3,API,,,,,,,,
"Vencida, Programador IOS (Swift)",Não especificado,Não Remoto,PJ,7.000,iOS,MySQL,Swift,AWS EC2 (Elastic Compute Cloud),,,,,,,,
"Vencida, Desenvolvedor(a) Android Java/Kotlin (PJ/MEI) - Home-Office",Não especificado,Remoto,PJ,,Android,Kotlin,Gradle,,,,,,,,,
"Vencida, Programador Ruby e React Native com Experiência ",Não especificado,Não Remoto,PJ,6.000,Ruby on Rails,React Native,Git,JavaScript,,,,,,,,
"Vencida, Dev Go (golang) para Web",Não especificado,Não Remoto,PJ,6.000,Go,Node.js,RESTful,,,,,,,,,
"Vencida, Desenvolvedor(a) Ruby ",Não especificado,Não Remoto,CLT / PJ,,Ruby on Rails,API,PostgreSQL,Git,AWS EC2 (Elastic Compute Cloud),,,,,,,
"Vencida, Ruby Backend Developer ",Não especificado,Não Remoto,CLT,,HTML,CSS,JavaScript,Ruby on Rails,,,,,,,,
"Vencida, Programador Ruby on Rails - front-end Angular",Não especificado,Não Remoto,CLT,,Ruby on Rails,Angular,API,CSS,PostgreSQL,MySQL,,,,,,
"Vencida, Analista Desenvolvedor Java",Não especificado,Não Remoto,CLT,,CSS,Java,HTML,JavaScript,JSF,,,,,,,
"Vencida, DESENVOLVIMENTO WEB PHP (BACK-END)",Não especificado,Não Remoto,CLT,,PHP,jQuery,Git,JavaScript,,,,,,,,
"Vencida, Programador Ruby",Não especificado,Não Remoto,PJ / Estágio,,Ruby on Rails,PostgreSQL,Git,,,,,,,,,
"Vencida, Analista pleno Python / Django",Pleno,Não Remoto,PJ / CLT,,Python,PostgreSQL,Django,MySQL,CSS,,,,,,,
"Vencida, Analista Desenvolvedor Pleno C#",Pleno,Não Remoto,CLT,,C#,SCRUM,Visual Basic,SQL Server,Crystal,,,,,,,
"Vencida, Estágio de Front end",Não especificado,Não Remoto,Estágio,,HTML,PHP,CSS,,,,,,,,,
"Vencida, Programador Python",Não especificado,Não Remoto,PJ,,Testes automatizados,Python,ORACLE,Java,,,,,,,,
"Vencida, Analista de QA",Não especificado,Não Remoto,PJ,,QA - Quality Assurance,Testes automatizados,SQL,,,,,,,,,
"Vencida, PROGRAMADOR .NET/C#",Não especificado,Não Remoto,PJ,,.NET,C#,SQL,,,,,,,,,
"Vencida, Programador Front-End ",Não especificado,Não Remoto,PJ,,HTML,JavaScript,CSS,Photoshop,,,,,,,,
"Vencida, Programador Java",Não especificado,Não Remoto,CLT,6.000,Angular,Design Pattern,Java,Git,RESTful,,,,,,,
"Vencida, Desenvolvedor C#",Não especificado,Não Remoto,CLT / PJ,6.000,C#,HTML,CSS,Testes unitários,,,,,,,,
"Vencida, Desenvolvedor React Native ",Não especificado,Não Remoto,PJ,,React Native,JavaScript,ReactJS,iOS,Android,,,,,,,
"Vencida, Desenvolvedor Python (Brooklin/SP) :: Senior",Não especificado,Não Remoto,CLT / PJ,10.000,Git,Python,Web API,MySQL,,,,,,,,
"Vencida, Desenvolvedor Python (Brooklin/SP) :: Pleno",Pleno,Não Remoto,CLT / PJ,,Python,Web API,MySQL,Git,,,,,,,,
"Vencida, Desenvolvedor Back End - Rio de Janeiro",Não especificado,Não Remoto,CLT,12.000,C#,SQL Server,ASP.NET MVC,Entity framework,,,,,,,,
"Vencida,  Java & C# Developer SP",Não especificado,Não Remoto,CLT,,Java,C#,JavaScript,,,,,,,,,
"Vencida,  Java & C# Developer BH",Não especificado,Não Remoto,CLT,,C#,JavaScript,Java,,,,,,,,,
"Vencida, Desenvolvedor Front End - Porto Alegre",Não especificado,Não Remoto,CLT,8.000,JavaScript,CSS,Angular,Sass,Google Analytics,,,,,,,
"Vencida, Programador Java Sênior (Florianópolis) ",Sênior,Não Remoto,CLT,,Java,CSS,RESTful,ORACLE,,,,,,,,
"Vencida, Programador PHP Sênior",Sênior,Não Remoto,CLT,12.000,PHP,SQL,MySQL,Linux,,,,,,,,
"Vencida, Desenvolvedor C# - Rio de Janeiro",Não especificado,Não Remoto,CLT,,C#,Angular,ORACLE,XML,SQL Server,,,,,,,
"Vencida, Desenvolvedor Mobile Android (Belo Horizonte)",Não especificado,Não Remoto,CLT,12.000,Java,Git,Android,Testes unitários,,,,,,,,
"Vencida, Desenvolvedor Ruby on Rails",Não especificado,Não Remoto,CLT / PJ,10.000,Ruby on Rails,Git,ReactJS,Docker,,,,,,,,
"Vencida, Desenvolvedor Ruby on Rails",Não especificado,Não Remoto,CLT,,Ruby on Rails,Angular,MySQL,CSS,SCRUM,,,,,,,
"Vencida, Programador Delphi / PHP - Remoto",Não especificado,Remoto,CLT / PJ / Estágio,,PHP,Delphi,SQL,,,,,,,,,
"Vencida, Desenvolvedor Front End - Curitiba",Não especificado,Não Remoto,CLT,8.000,CSS,JavaScript,HTML,Angular,Node.js,,,,,,,
"Vencida, Desenvolvedor .NET – PLENO",Pleno,Não Remoto,CLT,5.000,MySQL,jQuery,JavaScript,.NET,,,,,,,,
"Vencida, Desenvolvedor PHP (Sênior) - Belo Horizonte ",Sênior,Não Remoto,CLT,,CSS,Laravel,PHP,JavaScript,Ajax,,,,,,,
"Vencida, Desenvolvedor Java Sênior (Belo Horizonte)",Sênior,Não Remoto,CLT,12.000,Java,jQuery,JavaScript,SQL Server,AWS S3,,,,,,,
"Vencida, Programador Delphi - Curitiba ",Não especificado,Não Remoto,CLT,12.000,Delphi,ORACLE,SQL Server,MySQL,,,,,,,,
"Vencida, Programador Ruby Senior",Não especificado,Não Remoto,PJ,,Ruby on Rails,AWS EC2 (Elastic Compute Cloud),SCRUM,AWS RDS (Relational Database Service),,,,,,,,
"Vencida, Desenvolvedor .NET - Sênior ",Sênior,Não Remoto,CLT,12.000,.NET,ASP.NET MVC,C#,jQuery,SQL Server,,,,,,,
"Vencida, Desenvolvedor Delphi Sênior (Belo Horizonte)",Sênior,Não Remoto,CLT,10.000,Delphi,SQL Server,ORACLE,API,,,,,,,,
"Vencida, Desenvolvedor Front End - Rio de Janeiro",Não especificado,Não Remoto,CLT,7.000,JavaScript,CSS,HTML,jQuery,,,,,,,,
"Vencida, Desenvolvedor PHP Pleno",Pleno,Não Remoto,CLT / PJ,6.000,Yii,PHP,MySQL,JavaScript,,,,,,,,
"Vencida, Desenvolvedor JAVA Sênior",Sênior,Não Remoto,PJ,,Java,MySQL,JSF,Hibernate,Spring,EJB,,,,,,
"Vencida, Desenvolvedor Java Sênior ",Sênior,Não Remoto,CLT / PJ,,JavaEE,Git,Java,Hibernate,Spring,Tomcat,,,,,,
"Vencida, Desenvolvedor Node.JS Pleno",Pleno,Não Remoto,PJ,,Angular,MongoDB,Node.js,AWS EC2 (Elastic Compute Cloud),AWS S3,,,,,,,
"Vencida, Front-End React Senior",Não especificado,Não Remoto,PJ,,ReactJS,Redux,,,,,,,,,,
"Vencida, Programador PHP Sênior - Florianópolis",Sênior,Não Remoto,CLT,10.000,PHP,Laravel,MySQL,JavaScript,,,,,,,,
"Vencida, Programador ASP.NET (C#)",Não especificado,Não Remoto,CLT / Estágio,3.000,ASP.NET MVC,SQL Server,Web Services,CSS,HTML,,,,,,,
"Vencida, Programador JavaScript Pleno",Pleno,Não Remoto,CLT,,JavaScript,Angular,Node.js,HTML,,,,,,,,
"Vencida, Desenvolvedor PHP Backend Sênior",Sênior,Não Remoto,CLT,,Python,RESTful,SQL,,,,,,,,,
"Vencida, Desenvolvedor Mobile",Não especificado,Não Remoto,CLT / PJ,,Xamarin,C#,Android,iOS,Angular,Ionic,,,,,,
"Vencida, Desenvolvedor Web / JAVA",Não especificado,Não Remoto,CLT / PJ,,Testes automatizados,Angular,Docker,Tomcat,JavaScript,Java,,,,,,
"Vencida, Programador PHP Sênior",Sênior,Não Remoto,PJ,10.000,Laravel,CodeIgniter,PHP,Git,React Native,Testes unitários,,,,,,
"Vencida, Desenvolvedor Xamarin",Não especificado,Não Remoto,PJ / CLT,7.000,Xamarin,API,C#,,,,,,,,,
"Vencida, Desenvolvedor .NET",Não especificado,Não Remoto,CLT / PJ,,C#,ASP.NET MVC,Angular,MongoDB,SQL Server,,,,,,,
"Vencida, Desenvolvedor NodeJS",Não especificado,Não Remoto,CLT / PJ,6.000,Node.js,Angular,C#,MongoDB,,,,,,,,
"Vencida, Desenvolvedor Ruby on Rails Júnior",Júnior,Não Remoto,CLT,,Angular,Git,RESTful,Ruby on Rails,,,,,,,,
"Vencida, Programador .NET + Biztalk",Não especificado,Não Remoto,CLT / PJ,7.000,.NET,ASP,SQL,WPF,,,,,,,,
"Vencida, Desenvolvedor Java Sênior",Sênior,Não Remoto,CLT,,Java,Angular,HTML,CSS,,,,,,,,
"Vencida, Analista de Teste QA",Não especificado,Não Remoto,PJ,,QA - Quality Assurance,Testes automatizados,SCRUM,,,,,,,,,
"Vencida, Desenvolvedor Mobile iOS & Android nativo",Não especificado,Não Remoto,PJ,,Android,Swift,iOS,Java,API,,,,,,,
"Vencida, Desenvolvedor Front-end Pleno Node.JS",Pleno,Não Remoto,CLT,,CSS,HTML,Angular,Node.js,,,,,,,,
"Vencida, Programador Full Stack",Não especificado,Não Remoto,CLT,8.000,.NET,Node.js,JavaScript,,,,,,,,,
"Vencida, Analista Desenvolvedor II (Pleno)",Pleno,Não Remoto,CLT,,jQuery,SCRUM,Java,SQL,,,,,,,,
"Vencida, Analista Desenvolvedor III (Sr)",Não especificado,Não Remoto,CLT,,Java,SCRUM,Web Services,Web API,,,,,,,,
"Vencida, Desenvolvedor Mobile Android Kotlin ou JAVA",Não especificado,Não Remoto,CLT,,Android,Gradle,Kotlin,NoSQL,SQL,API,,,,,,
"Vencida, CTO",Não especificado,Não Remoto,CLT,,AWS S3,Angular,RESTful,Django,Python,,,,,,,
"Vencida, Angular Front End Developer- Home Office",Não especificado,Remoto,PJ,10.000,Angular,ReactJS,JavaScript,API,,,,,,,,
"Vencida, Fullstack Developer JAVA Sr",Não especificado,Não Remoto,CLT,,Java,AWS EC2 (Elastic Compute Cloud),JavaScript,Shell Script,,,,,,,,
"Vencida, Web Developer Pleno",Pleno,Não Remoto,PJ,8.000,C#,ASP.NET MVC,PostgreSQL,jQuery,Cloud,CSS,,,,,,
"Vencida, Programador PHP Codeigniter",Não especificado,Não Remoto,CLT / PJ,2.500,CodeIgniter,PHP,CSS,Ionic,MySQL,API,,,,,,
"Vencida, Programador IONIC Junior",Não especificado,Não Remoto,CLT / PJ,2.500,Ionic,MySQL,CSS,Angular,jQuery,CodeIgniter,,,,,,
"Vencida, Arquiteto de Sistemas em nível gerencial",Não especificado,Não Remoto,PJ,,Entity framework,SQL,C#,Java,,,,,,,,
"Vencida, Programador Fullstack NodeJS",Não especificado,Não Remoto,PJ,,Node.js,Redux,PostgreSQL,ReactJS,,,,,,,,
"Vencida, Desenvolvedor Mobile - Android",Não especificado,Não Remoto,CLT,,Android,Java,SCRUM,Kotlin,,,,,,,,
"Vencida, Desenvolvedor Mobile - iOS",Não especificado,Não Remoto,CLT,7.000,iOS,Google Analytics,Git,Objective-C,,,,,,,,
"Vencida, Programador Pleno NodeJS",Pleno,Não Remoto,CLT,,Node.js,Java,TypeScript,,,,,,,,,
"Vencida, Desenvolvedor AngularJS e Node ",Não especificado,Não Remoto,CLT,,Angular,HTML,Node.js,jQuery,,,,,,,,
"Vencida, Programador Front End - Junior",Não especificado,Não Remoto,PJ,4.000,ReactJS,Angular,Redux,CSS,,,,,,,,
"Vencida, Programador Java Full Stack",Não especificado,Não Remoto,PJ,,JavaEE,Docker,Angular,RESTful,,,,,,,,
"Vencida, Desenvolvedor PHP",Não especificado,Não Remoto,CLT,,SQL,PHP,JavaScript,jQuery,Angular,,,,,,,
"Vencida, Programador Front End",Não especificado,Não Remoto,PJ,,Angular,CSS,ReactJS,HTML,Git,,,,,,,
"Vencida, Desenvolvedor Mobile ionic Sênior",Sênior,Não Remoto,CLT,,Angular,Ionic,CSS,Git,Node.js,,,,,,,
"Vencida, Analista Desenvolvedor .NET  Pleno",Pleno,Não Remoto,CLT,,ASP.NET MVC,SQL,.NET,Angular,CSS,,,,,,,
"Vencida, Desenvolvedor Front End Sênior",Sênior,Não Remoto,CLT,,JavaScript,CSS,Git,Magento,,,,,,,,
"Vencida, Programador .NET Pleno",Pleno,Não Remoto,CLT / Estágio,,Angular,SQL Server,ASP.NET MVC,RESTful,.NET,,,,,,,
"Vencida, Programador .NET Sênior",Sênior,Não Remoto,CLT / Estágio,,.NET,RESTful,SQL Server,ASP.NET MVC,C#,,,,,,,
"Vencida, Desenvolvedor Java Full Stack Júnior",Júnior,Não Remoto,CLT,3.500,MySQL,CSS,Java,JavaScript,Play,,,,,,,
"Vencida, Programador PHP",Não especificado,Não Remoto,CLT,3.000,PHP,C#,Angular,,,,,,,,,
"Vencida, Programador Front-End Pleno",Pleno,Não Remoto,CLT,,CSS,Node.js,Web Services,Angular,,,,,,,,
"Vencida, Programador Front-End Sênior",Sênior,Não Remoto,CLT,,Angular,Web Services,Node.js,CSS,Git,,,,,,,
"Vencida, Programador PHP Sênior",Sênior,Não Remoto,CLT,,PHP,WordPress,Magento,MySQL,Testes automatizados,,,,,,,
"Vencida, Programador Delphi Pleno",Pleno,Não Remoto,CLT,,Delphi,HTML,MySQL,,,,,,,,,
"Vencida, Desenvolvedor C#",Não especificado,Não Remoto,PJ,7.000,C#,Delphi,MongoDB,SQL,API,,,,,,,
"Vencida, Programador PHP + MySQL (Magento e Wordpress)",Não especificado,Não Remoto,CLT,5.000,PHP,WordPress,Magento,MySQL,,,,,,,,
"Vencida, Analista Desenvolvedor",Não especificado,Não Remoto,CLT,,Delphi,Java,SQL,,,,,,,,,
"Vencida, Programador Ruby on Rails - Pleno",Pleno,Não Remoto,CLT / PJ,,Ruby on Rails,JavaScript,UML,Git,,,,,,,,
"Vencida, Automatizador de  Testes",Não especificado,Não Remoto,CLT,,Testes automatizados,Java,SCRUM,QA - Quality Assurance,,,,,,,,
"Vencida, Desenvolvedor Java Sênior",Sênior,Não Remoto,CLT,,Java,JavaEE,Spring,JavaScript,,,,,,,,
"Vencida, Desenvolvedor FrontEnd - Rio de Janeiro",Não especificado,Não Remoto,CLT / PJ,,Angular,Testes unitários,JavaScript,CSS,,,,,,,,
"Vencida, Desenvolvedor Xamarin Pleno",Pleno,Não Remoto,CLT,,Xamarin,Angular,Web API,.NET,,,,,,,,
"Vencida, Desenvolvedor JAVA Sênior - Espanhol",Sênior,Não Remoto,CLT,,JavaEE,EJB,JSF,Java,,,,,,,,
"Vencida, Desenvolvedor JAVA Pleno",Pleno,Não Remoto,PJ,,JavaScript,Java,ORACLE,RESTful,,,,,,,,
"Vencida,  Analista Programador NODE / Angular – Nível Pleno ",Pleno,Não Remoto,CLT,,Node.js,SQL,Git,Angular,SCRUM,,,,,,,
"Vencida, Desenvolvedor Big Data",Não especificado,Não Remoto,CLT,8.000,Python,Scala,Java,,,,,,,,,
"Vencida, Desenvolvedor Fullstack Python",Não especificado,Não Remoto,CLT / PJ,,Python,Django,JavaScript,CSS,,,,,,,,
"Vencida, Desenvolvedor .Net Pleno ",Pleno,Não Remoto,CLT,,.NET,ASP.NET MVC,CSS,HTML,,,,,,,,
"Vencida, Analista Desenvolvedor Java Sênior ",Sênior,Não Remoto,CLT,,ORACLE,Java,JSF,,,,,,,,,
"Vencida, Desenvolvedor .Net Sênior",Sênior,Não Remoto,CLT,,Angular,ASP.NET Core,.NET,,,,,,,,,
"Vencida, Desenvolvedor Power BI",Não especificado,Não Remoto,CLT / PJ,,Sharepoint,C#,Shell,,,,,,,,,
"Vencida, Desenvolvedor C# ",Não especificado,Não Remoto,CLT / PJ,5.000,C#,SQL Server,Sharepoint,,,,,,,,,
"Vencida, Programador Front-End Angular/ JQuery - Home Office",Não especificado,Remoto,CLT / PJ,,Angular,CSS,jQuery,,,,,,,,,
"Vencida, Desenvolvedor Mobile Android",Não especificado,Não Remoto,CLT,,Android,API,Git,Kanban,Java,,,,,,,
"Vencida, Desenvolvedor FullStack PHP",Não especificado,Não Remoto,PJ,,Ionic,PHP,Angular,Gulp,Web API,,,,,,,
"Vencida, Desenvolvedor Java JR/PL",Não especificado,Não Remoto,CLT,5.000,Java,Apache,JavaEE,,,,,,,,,
"Vencida, Desenvolvedor C# / BI (Junior) - Jundiaí (SP)",Não especificado,Não Remoto,CLT,2.000,C#,API,SQL,Data science,,,,,,,,
"Vencida, Desenvolvedor C# / BI (Pleno) - Jundiaí (SP)",Pleno,Não Remoto,CLT,3.000,C#,API,SQL,Data science,,,,,,,,
"Vencida, Desenvolvedor Back End JAVA",Não especificado,Não Remoto,CLT,,Java,JavaEE,EJB,,,,,,,,,
"Vencida, Desenvolvedor JAVA",Não especificado,Não Remoto,CLT,,CSS,JavaScript,HTML,,,,,,,,,
"Vencida, Desenvolvedor Java",Não especificado,Não Remoto,CLT,,Java,EJB,SQL,,,,,,,,,
"Vencida, Desenvolvedor .NET",Não especificado,Não Remoto,CLT,7.000,.NET,C#,Testes automatizados,,,,,,,,,
"Vencida, Desenvolvedor Full Stack JAVA",Não especificado,Não Remoto,CLT,,Java,Angular,EJB,,,,,,,,,
"Vencida, Desenvolvedor Java Sênior Full Stack",Sênior,Não Remoto,PJ,7.000,Angular,RESTful,PostgreSQL,Java,Spring,,,,,,,
"Vencida, Desenvolvedor Java Pleno Full Stack",Pleno,Não Remoto,PJ,5.000,Java,Angular,RESTful,PostgreSQL,Spring,,,,,,,
"Vencida, Propramador PHP Júnior - Curitiba",Júnior,Não Remoto,CLT,,SQL,CSS,PHP,JavaScript,jQuery,,,,,,,
"Vencida, Analista - Desenvolvedor Ruby Junior",Não especificado,Não Remoto,PJ / Estágio,3.000,JSON,Ruby on Rails,Python,NoSQL,,,,,,,,
